データ,ε,α,γ,学習回数,ステップ数
ε:0.10 α:0.90 γ:0.90 学習回数:1616 ステップ数:22,0.1,0.9,0.9,1616,22
ε:0.10 α:0.70 γ:0.90 学習回数:1738 ステップ数:22,0.1,0.7,0.9,1738,22
ε:0.20 α:0.20 γ:0.80 学習回数:1739 ステップ数:22,0.2,0.2,0.8,1739,22
ε:0.10 α:0.70 γ:0.30 学習回数:1755 ステップ数:22,0.1,0.7,0.3,1755,22
ε:0.20 α:0.70 γ:0.50 学習回数:1797 ステップ数:22,0.2,0.7,0.5,1797,22
ε:0.10 α:0.30 γ:0.20 学習回数:1830 ステップ数:22,0.1,0.3,0.2,1830,22
ε:0.10 α:0.60 γ:0.40 学習回数:1838 ステップ数:22,0.1,0.6,0.4,1838,22
ε:0.10 α:0.20 γ:0.90 学習回数:1872 ステップ数:22,0.1,0.2,0.9,1872,22
ε:0.10 α:0.40 γ:0.40 学習回数:1882 ステップ数:22,0.1,0.4,0.4,1882,22
ε:0.10 α:0.10 γ:0.50 学習回数:1906 ステップ数:22,0.1,0.1,0.5,1906,22
ε:0.10 α:0.30 γ:0.90 学習回数:1934 ステップ数:22,0.1,0.3,0.9,1934,22
ε:0.10 α:0.70 γ:0.90 学習回数:1939 ステップ数:22,0.1,0.7,0.9,1939,22
ε:0.10 α:0.90 γ:0.70 学習回数:1963 ステップ数:22,0.1,0.9,0.7,1963,22
ε:0.10 α:0.60 γ:0.20 学習回数:2010 ステップ数:22,0.1,0.6,0.2,2010,22
ε:0.10 α:0.90 γ:0.30 学習回数:2015 ステップ数:22,0.1,0.9,0.3,2015,22
ε:0.10 α:0.40 γ:0.50 学習回数:2045 ステップ数:22,0.1,0.4,0.5,2045,22
ε:0.10 α:0.50 γ:0.10 学習回数:2090 ステップ数:22,0.1,0.5,0.1,2090,22
ε:0.10 α:0.60 γ:0.80 学習回数:2111 ステップ数:22,0.1,0.6,0.8,2111,22
ε:0.10 α:0.90 γ:0.30 学習回数:2114 ステップ数:22,0.1,0.9,0.3,2114,22
ε:0.10 α:0.30 γ:0.20 学習回数:2145 ステップ数:22,0.1,0.3,0.2,2145,22
ε:0.10 α:0.50 γ:0.20 学習回数:2154 ステップ数:22,0.1,0.5,0.2,2154,22
ε:0.10 α:0.20 γ:0.20 学習回数:2224 ステップ数:22,0.1,0.2,0.2,2224,22
ε:0.10 α:0.20 γ:0.70 学習回数:2239 ステップ数:22,0.1,0.2,0.7,2239,22
ε:0.10 α:0.70 γ:0.60 学習回数:2252 ステップ数:22,0.1,0.7,0.6,2252,22
ε:0.10 α:0.10 γ:0.20 学習回数:2334 ステップ数:22,0.1,0.1,0.2,2334,22
ε:0.10 α:0.40 γ:0.10 学習回数:2348 ステップ数:22,0.1,0.4,0.1,2348,22
ε:0.10 α:0.30 γ:0.50 学習回数:2444 ステップ数:22,0.1,0.3,0.5,2444,22
ε:0.10 α:0.20 γ:0.40 学習回数:2450 ステップ数:22,0.1,0.2,0.4,2450,22
ε:0.10 α:0.20 γ:0.90 学習回数:2517 ステップ数:22,0.1,0.2,0.9,2517,22
ε:0.10 α:0.20 γ:0.40 学習回数:2541 ステップ数:22,0.1,0.2,0.4,2541,22
ε:0.10 α:0.60 γ:0.40 学習回数:2572 ステップ数:22,0.1,0.6,0.4,2572,22
ε:0.10 α:0.10 γ:0.80 学習回数:2589 ステップ数:22,0.1,0.1,0.8,2589,22
ε:0.10 α:0.90 γ:0.20 学習回数:2598 ステップ数:22,0.1,0.9,0.2,2598,22
ε:0.10 α:0.10 γ:0.80 学習回数:2631 ステップ数:22,0.1,0.1,0.8,2631,22
ε:0.10 α:0.10 γ:0.40 学習回数:2783 ステップ数:22,0.1,0.1,0.4,2783,22
ε:0.10 α:0.20 γ:0.10 学習回数:2826 ステップ数:22,0.1,0.2,0.1,2826,22
ε:0.10 α:0.60 γ:0.60 学習回数:2841 ステップ数:22,0.1,0.6,0.6,2841,22
ε:0.10 α:0.30 γ:0.50 学習回数:2854 ステップ数:22,0.1,0.3,0.5,2854,22
ε:0.10 α:0.90 γ:0.10 学習回数:2905 ステップ数:22,0.1,0.9,0.1,2905,22
ε:0.10 α:0.20 γ:0.60 学習回数:2915 ステップ数:22,0.1,0.2,0.6,2915,22
ε:0.10 α:0.40 γ:0.90 学習回数:2918 ステップ数:22,0.1,0.4,0.9,2918,22
ε:0.10 α:0.20 γ:0.30 学習回数:2953 ステップ数:22,0.1,0.2,0.3,2953,22
ε:0.10 α:0.30 γ:0.70 学習回数:3047 ステップ数:22,0.1,0.3,0.7,3047,22
ε:0.10 α:0.20 γ:0.80 学習回数:3102 ステップ数:22,0.1,0.2,0.8,3102,22
ε:0.10 α:0.50 γ:0.50 学習回数:3143 ステップ数:22,0.1,0.5,0.5,3143,22
ε:0.10 α:0.30 γ:0.30 学習回数:3173 ステップ数:22,0.1,0.3,0.3,3173,22
ε:0.10 α:0.40 γ:0.20 学習回数:3314 ステップ数:22,0.1,0.4,0.2,3314,22
ε:0.10 α:0.80 γ:0.60 学習回数:3350 ステップ数:22,0.1,0.8,0.6,3350,22
ε:0.10 α:0.50 γ:0.90 学習回数:3352 ステップ数:22,0.1,0.5,0.9,3352,22
ε:0.10 α:0.80 γ:0.30 学習回数:3401 ステップ数:22,0.1,0.8,0.3,3401,22
ε:0.10 α:0.10 γ:0.90 学習回数:3443 ステップ数:22,0.1,0.1,0.9,3443,22
ε:0.10 α:0.10 γ:0.70 学習回数:3502 ステップ数:22,0.1,0.1,0.7,3502,22
ε:0.10 α:0.40 γ:0.80 学習回数:3535 ステップ数:22,0.1,0.4,0.8,3535,22
ε:0.10 α:0.20 γ:0.70 学習回数:3577 ステップ数:22,0.1,0.2,0.7,3577,22
ε:0.10 α:0.80 γ:0.20 学習回数:3628 ステップ数:22,0.1,0.8,0.2,3628,22
ε:0.10 α:0.10 γ:0.50 学習回数:3650 ステップ数:22,0.1,0.1,0.5,3650,22
ε:0.10 α:0.40 γ:0.60 学習回数:3744 ステップ数:22,0.1,0.4,0.6,3744,22
ε:0.10 α:0.50 γ:0.70 学習回数:3765 ステップ数:22,0.1,0.5,0.7,3765,22
ε:0.10 α:0.20 γ:0.50 学習回数:3801 ステップ数:22,0.1,0.2,0.5,3801,22
ε:0.10 α:0.60 γ:0.20 学習回数:3874 ステップ数:22,0.1,0.6,0.2,3874,22
ε:0.10 α:0.40 γ:0.50 学習回数:4233 ステップ数:22,0.1,0.4,0.5,4233,22
ε:0.10 α:0.60 γ:0.90 学習回数:4311 ステップ数:22,0.1,0.6,0.9,4311,22
ε:0.10 α:0.80 γ:0.70 学習回数:4360 ステップ数:22,0.1,0.8,0.7,4360,22
ε:0.10 α:0.90 γ:0.70 学習回数:4403 ステップ数:22,0.1,0.9,0.7,4403,22
ε:0.10 α:0.70 γ:0.50 学習回数:4551 ステップ数:22,0.1,0.7,0.5,4551,22
ε:0.10 α:0.60 γ:0.50 学習回数:4571 ステップ数:22,0.1,0.6,0.5,4571,22
ε:0.10 α:0.90 γ:0.80 学習回数:4795 ステップ数:22,0.1,0.9,0.8,4795,22
ε:0.10 α:0.90 γ:0.40 学習回数:5118 ステップ数:22,0.1,0.9,0.4,5118,22
ε:0.10 α:0.40 γ:0.60 学習回数:5144 ステップ数:22,0.1,0.4,0.6,5144,22
ε:0.10 α:0.50 γ:0.20 学習回数:5720 ステップ数:22,0.1,0.5,0.2,5720,22
ε:0.10 α:0.90 γ:0.50 学習回数:5808 ステップ数:22,0.1,0.9,0.5,5808,22
ε:0.10 α:0.70 γ:0.20 学習回数:5970 ステップ数:22,0.1,0.7,0.2,5970,22
ε:0.10 α:0.80 γ:0.70 学習回数:6264 ステップ数:22,0.1,0.8,0.7,6264,22
ε:0.10 α:0.30 γ:0.60 学習回数:6497 ステップ数:22,0.1,0.3,0.6,6497,22
ε:0.10 α:0.60 γ:0.80 学習回数:7097 ステップ数:22,0.1,0.6,0.8,7097,22
ε:0.10 α:0.50 γ:0.40 学習回数:7143 ステップ数:22,0.1,0.5,0.4,7143,22
ε:0.10 α:0.50 γ:0.60 学習回数:7438 ステップ数:22,0.1,0.5,0.6,7438,22
ε:0.10 α:0.90 γ:0.20 学習回数:7600 ステップ数:22,0.1,0.9,0.2,7600,22
ε:0.10 α:0.10 γ:0.30 学習回数:7803 ステップ数:22,0.1,0.1,0.3,7803,22
ε:0.10 α:0.80 γ:0.10 学習回数:7983 ステップ数:22,0.1,0.8,0.1,7983,22
ε:0.10 α:0.70 γ:0.40 学習回数:8095 ステップ数:22,0.1,0.7,0.4,8095,22
ε:0.10 α:0.50 γ:0.30 学習回数:8588 ステップ数:22,0.1,0.5,0.3,8588,22
ε:0.10 α:0.50 γ:0.10 学習回数:8975 ステップ数:22,0.1,0.5,0.1,8975,22
ε:0.10 α:0.60 γ:0.90 学習回数:9155 ステップ数:22,0.1,0.6,0.9,9155,22
ε:0.10 α:0.10 γ:0.20 学習回数:9247 ステップ数:22,0.1,0.1,0.2,9247,22
ε:0.10 α:0.80 γ:0.30 学習回数:10167 ステップ数:22,0.1,0.8,0.3,10167,22
ε:0.10 α:0.80 γ:0.10 学習回数:11253 ステップ数:22,0.1,0.8,0.1,11253,22
ε:0.10 α:0.20 γ:0.60 学習回数:11440 ステップ数:22,0.1,0.2,0.6,11440,22
ε:0.10 α:0.80 γ:0.50 学習回数:11536 ステップ数:22,0.1,0.8,0.5,11536,22
ε:0.10 α:0.60 γ:0.30 学習回数:16512 ステップ数:22,0.1,0.6,0.3,16512,22
ε:0.10 α:0.80 γ:0.90 学習回数:17692 ステップ数:22,0.1,0.8,0.9,17692,22
